Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Perubahan%
20/12/2016,1.0387,1.0405,1.0419,1.0352,-0.0014
19/12/2016,1.0402,1.0442,1.048,1.0391,-0.0047
16/12/2016,1.0451,1.0419,1.0477,1.0402,0.0036
15/12/2016,1.0414,1.0536,1.0544,1.0366,-0.0117
14/12/2016,1.0537,1.0627,1.0671,1.0495,-0.0085
13/12/2016,1.0627,1.0635,1.0668,1.0603,-0.0008
12/12/2016,1.0635,1.0551,1.0652,1.0524,0.0069
09/12/2016,1.0562,1.0618,1.0632,1.0531,-0.005
08/12/2016,1.0615,1.0753,1.0873,1.0596,-0.0128
07/12/2016,1.0753,1.0721,1.077,1.0709,0.0032
06/12/2016,1.0719,1.0764,1.0787,1.0698,-0.0042
05/12/2016,1.0764,1.0674,1.0798,1.0505,0.0085
02/12/2016,1.0673,1.0663,1.0692,1.0625,0.001
01/12/2016,1.0662,1.059,1.067,1.0584,0.007
30/11/2016,1.0588,1.0649,1.0669,1.0554,-0.0058
29/11/2016,1.065,1.0615,1.0657,1.0565,0.0033
28/11/2016,1.0615,1.0595,1.0686,1.0563,0.0026
25/11/2016,1.0587,1.0551,1.0631,1.0538,0.0031
24/11/2016,1.0554,1.0554,1.0587,1.0517,-0.0006
23/11/2016,1.056,1.0629,1.0646,1.0526,-0.0062
22/11/2016,1.0626,1.0627,1.066,1.0583,-0.0003
21/11/2016,1.0629,1.0583,1.0652,1.0579,0.0039
18/11/2016,1.0588,1.0625,1.0645,1.057,-0.0036
17/11/2016,1.0626,1.069,1.0746,1.0617,-0.006
16/11/2016,1.069,1.0724,1.0764,1.0667,-0.003
15/11/2016,1.0722,1.0736,1.0817,1.0711,-0.0014
14/11/2016,1.0737,1.085,1.0852,1.0709,-0.011
11/11/2016,1.0856,1.0897,1.0929,1.0833,-0.0034
10/11/2016,1.0893,1.0911,1.0958,1.0866,-0.0015
09/11/2016,1.0909,1.1023,1.13,1.0903,-0.0106
08/11/2016,1.1026,1.1042,1.107,1.1008,-0.0013
07/11/2016,1.104,1.1137,1.1139,1.1029,-0.0088
04/11/2016,1.1138,1.1105,1.1146,1.108,0.003
03/11/2016,1.1105,1.1098,1.1128,1.1059,0.0007
02/11/2016,1.1097,1.1056,1.1126,1.1051,0.0037
01/11/2016,1.1056,1.0981,1.1071,1.0958,0.0068
31/10/2016,1.0981,1.0986,1.0994,1.0936,-0.0005
28/10/2016,1.0987,1.0899,1.0995,1.0893,0.0083
27/10/2016,1.0897,1.0909,1.0945,1.0884,-0.0011
26/10/2016,1.0909,1.0889,1.0947,1.0872,0.0019
25/10/2016,1.0888,1.0882,1.0906,1.085,0.0005
24/10/2016,1.0883,1.0879,1.0903,1.0861,-0.0001
21/10/2016,1.0884,1.0929,1.0933,1.0859,-0.0042
20/10/2016,1.093,1.0974,1.1041,1.0916,-0.004
19/10/2016,1.0974,1.0981,1.1006,1.0955,-0.0006
18/10/2016,1.0981,1.1,1.1029,1.097,-0.0016
17/10/2016,1.0999,1.0975,1.1011,1.0965,0.0026
14/10/2016,1.0971,1.1056,1.1062,1.0968,-0.0077
13/10/2016,1.1056,1.1004,1.1058,1.0983,0.0044
12/10/2016,1.1008,1.1053,1.1072,1.1003,-0.0042
11/10/2016,1.1054,1.1136,1.1144,1.1047,-0.0075
10/10/2016,1.1138,1.1196,1.1202,1.1128,-0.0056
07/10/2016,1.1201,1.1151,1.1207,1.1103,0.0045
06/10/2016,1.1151,1.1205,1.1214,1.1139,-0.0049
05/10/2016,1.1206,1.1206,1.1237,1.1191,0.0002
04/10/2016,1.1204,1.121,1.124,1.1138,-0.0006
03/10/2016,1.1211,1.1235,1.1245,1.1205,-0.0027
30/09/2016,1.1241,1.1225,1.1253,1.1153,0.0016
29/09/2016,1.1223,1.1217,1.1251,1.1197,0.0006
28/09/2016,1.1216,1.1214,1.1238,1.1181,0.0001
27/09/2016,1.1215,1.1253,1.1262,1.119,-0.0035
26/09/2016,1.1254,1.1221,1.1279,1.122,0.0025
23/09/2016,1.1226,1.1209,1.1244,1.1195,0.0016
22/09/2016,1.1208,1.1193,1.1258,1.1181,0.0017
21/09/2016,1.1189,1.1152,1.12,1.1123,0.003
20/09/2016,1.1155,1.1178,1.1216,1.1147,-0.0017
19/09/2016,1.1174,1.1161,1.1198,1.1147,0.0017
16/09/2016,1.1155,1.1244,1.1256,1.1147,-0.0079
15/09/2016,1.1244,1.1249,1.1286,1.122,-0.0005
14/09/2016,1.125,1.1216,1.1274,1.1208,0.0027
13/09/2016,1.122,1.1236,1.1262,1.1203,-0.0012
12/09/2016,1.1234,1.1232,1.1269,1.1211,0.0001
09/09/2016,1.1233,1.1262,1.1288,1.12,-0.0025
08/09/2016,1.1261,1.124,1.1329,1.1234,0.002
07/09/2016,1.1239,1.1255,1.1271,1.1228,-0.0015
06/09/2016,1.1256,1.1147,1.1267,1.114,0.0098
05/09/2016,1.1147,1.1153,1.1185,1.114,-0.0008
02/09/2016,1.1156,1.1197,1.1254,1.1151,-0.0038
01/09/2016,1.1198,1.1157,1.1207,1.1128,0.0036
